;Emissions DM;Emissions OM;H_ice;H_plb;H_source;P_ice;P_ice_no_bonus;P_ice_with_bonus;P_in_hp;P_source;P_spotmarket;Q_demand;Q_ice;Q_out_hp;Q_plb;enw_to_spotmarket
2019-01-04 13:00:00;-1.010319791178556;0.5723619116560257;9.375221219824226;0.0;9.375221219824226;4.1899329686752695;4.1899329686752695;0.0;0.0;0.0;4.1899329686752695;3.354538843;3.354538843;0.0;0.0;4.1899329686752695
2019-01-04 14:00:00;-1.0761668397613589;0.5761301958350191;9.961362784121716;0.0;9.961362784121716;4.490563896163992;4.490563896163992;0.0;0.0;0.0;4.490563896163992;3.525590493;3.525590493;0.0;0.0;4.490563896163992
2019-01-04 15:00:00;-1.119511726176726;0.47795501811121643;10.367283949317645;0.0;10.367283949317645;4.698760113278222;4.698760113278222;0.0;0.0;0.0;4.698760113278222;3.644049052;3.644049052;0.0;0.0;4.698760113278222
2019-01-04 16:00:00;-1.2334936760962631;0.240014835216096;10.786148324969016;0.0;10.786148324969016;4.913594879167893;4.913594879167893;0.0;0.0;0.0;4.913594879167893;3.766284783;3.766284783;0.0;0.0;4.913594879167893
2019-01-04 17:00:00;-1.4802842817656243;-0.08401689328555939;12.194723109976993;0.0;12.194723109976993;5.636050289;5.636050289;0.0;0.0;0.0;5.636050289;3.71668301;3.71668301;0.0;0.0;5.636050289
2019-01-04 18:00:00;-1.1920858902951683;-0.17783601404660798;10.229093819468352;0.0;10.229093819468352;4.627882650499803;4.627882650499803;0.0;0.0;0.0;4.627882650499803;3.603721508;3.603721508;0.0;0.0;4.627882650499803
2019-01-04 19:00:00;-1.1648254999244316;-0.06375305476843529;10.004273669037051;0.0;10.004273669037051;4.512572809909805;4.512572809909805;0.0;0.0;0.0;4.512572809909805;3.538113027;3.538113027;0.0;0.0;4.512572809909805
2019-01-04 20:00:00;-1.0701692667896827;0.12446890282929646;9.389070807823904;0.0;9.389070807823904;4.1970363968217965;4.1970363968217965;0.0;0.0;0.0;4.1970363968217965;3.35858052;3.35858052;0.0;0.0;4.1970363968217965
2019-01-04 21:00:00;-1.001210739836695;0.20062489665412642;9.048392041868572;0.0;9.048392041868572;4.022302885971705;4.022302885971705;0.0;0.0;0.0;4.022302885971705;3.259161423;3.259161423;0.0;0.0;4.022302885971705
2019-01-04 22:00:00;-0.9139003970723603;0.28424996780696543;8.649816189349492;0.0;8.649816189349492;3.8178740661847432;3.8178740661847432;0.0;0.0;0.0;3.8178740661847432;3.142846421;3.142846421;0.0;0.0;3.8178740661847432
2019-01-04 23:00:00;0.6392938152280738;0.3448621643600276;0.0;0.0;0.0;0.0;0.0;0.0;0.9248358459126085;0.9248358459126085;0.0;3.04177426;0.0;3.04177426;0.0;0.0
2019-01-05 00:00:00;0.6485894614522011;0.4446135419681305;0.0;0.0;0.0;0.0;0.0;0.0;0.9119987010714252;0.9119987010714252;0.0;2.990471718;0.0;2.990471718;0.0;0.0
2019-01-05 01:00:00;0.6622188983203088;0.449404020558117;0.0;0.0;0.0;0.0;0.0;0.0;0.9283777852432156;0.9283777852432156;0.0;3.055929315;0.0;3.055929315;0.0;0.0
2019-01-05 02:00:00;0.6686182434813797;0.44475061631831;0.0;0.0;0.0;0.0;0.0;0.0;0.9333416331580031;0.9333416331580031;0.0;3.075766905;0.0;3.075766905;0.0;0.0
2019-01-05 03:00:00;0.6600872965407014;0.42923279997196606;0.0;0.0;0.0;0.0;0.0;0.0;0.934895201033362;0.934895201033362;0.0;3.081975605;0.0;3.081975605;0.0;0.0
2019-01-05 04:00:00;0.6686373803466472;0.4248297392308287;0.0;0.0;0.0;0.0;0.0;0.0;0.9582589023719346;0.9582589023719346;0.0;3.175346622;0.0;3.175346622;0.0;0.0
2019-01-05 05:00:00;0.6584493277261553;0.39655999719682805;0.0;0.0;0.0;0.0;0.0;0.0;0.9738070320385832;0.9738070320385832;0.0;3.237483381;0.0;3.237483381;0.0;0.0
2019-01-05 06:00:00;0.6802840366365913;0.37971494908100684;0.0;0.0;0.0;0.0;0.0;0.0;1.0141223248392306;1.0141223248392306;0.0;3.398599971;0.0;3.398599971;0.0;0.0
2019-01-05 07:00:00;0.716689052934442;0.3660386059106505;0.0;0.0;0.0;0.0;0.0;0.0;1.0653566049772196;1.0653566049772196;0.0;3.603353352;0.0;3.603353352;0.0;0.0
2019-01-05 08:00:00;0.7928917965263331;0.3659241047903014;0.0;0.0;0.0;0.0;0.0;0.0;1.1811256329937077;1.1811256329937077;0.0;4.066014286;0.0;4.066014286;0.0;0.0
2019-01-05 09:00:00;0.7981984777502765;0.3364736300334271;0.0;0.0;0.0;0.0;0.0;0.0;1.194460341183023;1.194460341183023;0.0;4.119305297;0.0;4.119305297;0.0;0.0
2019-01-05 10:00:00;-1.1096695244667956;0.9599141767650894;11.297543737427928;0.0;11.297543737427928;5.1758886432098;5.1758886432098;0.0;0.0;0.0;5.1758886432098;3.915523524;3.915523524;0.0;0.0;5.1758886432098
2019-01-05 11:00:00;-0.9655775392308188;1.0020321834430461;10.643317629816586;0.0;10.643317629816586;4.840337279002653;4.840337279002653;0.0;0.0;0.0;4.840337279002653;3.724602999;3.724602999;0.0;0.0;4.840337279002653
2019-01-05 12:00:00;-0.9704423142474945;1.0103946187358543;10.274133482846539;0.0;10.274133482846539;4.650983410793764;4.650983410793764;0.0;0.0;0.0;4.6509834107937635;3.616865276;3.616865276;0.0;0.0;4.6509834107937635
2019-01-05 13:00:00;-0.8458521055432555;0.9335859470972886;9.103366134954404;0.0;9.103366134954404;4.050498996943724;4.050498996943724;0.0;0.0;0.0;4.050498996943723;3.275204321;3.275204321;0.0;0.0;4.050498996943723
2019-01-05 14:00:00;-0.7879808422650705;0.8629109825156849;8.502684668413492;0.0;8.502684668413492;3.7424105804057923;3.7424105804057923;0.0;0.0;0.0;3.7424105804057923;3.099909542;3.099909542;0.0;0.0;3.7424105804057923
2019-01-05 15:00:00;-0.7957915877342108;0.8201221815012261;8.547695821702389;0.0;8.547695821702389;3.765496717927529;3.765496717927529;0.0;0.0;0.0;3.7654967179275287;3.11304499;3.11304499;0.0;0.0;3.7654967179275287
2019-01-05 16:00:00;-1.2819317261137417;0.9506196745934452;12.194723109976993;0.0;12.194723109976993;5.636050289;5.636050289;0.0;0.0;0.0;5.636050289;3.298684729;3.298684729;0.0;0.0;5.636050289
2019-01-05 17:00:00;-1.3853282473978097;0.6334991215378409;12.194723109976993;0.0;12.194723109976993;5.636050289;5.636050289;0.0;0.0;0.0;5.636050289;3.343969147;3.343969147;0.0;0.0;5.636050289
2019-01-05 18:00:00;-1.4695791227582955;0.33882869832286255;12.194723109976993;0.0;12.194723109976993;5.636050289;5.636050289;0.0;0.0;0.0;5.636050289;3.390051014;3.390051014;0.0;0.0;5.636050289
2019-01-05 19:00:00;-1.5440177247424365;0.11144421639470847;12.194723109976993;0.0;12.194723109976993;5.636050289;5.636050289;0.0;0.0;0.0;5.636050289;3.360618485;3.360618485;0.0;0.0;5.636050289
2019-01-05 20:00:00;-1.0873739647375917;0.1265169873601284;9.347518634264913;0.0;9.347518634264913;4.175724363625202;4.175724363625202;0.0;0.0;0.0;4.175724363625202;3.346454494;3.346454494;0.0;0.0;4.175724363625202
2019-01-05 21:00:00;-1.150500079014921;0.13025418699778002;9.795671150509948;0.0;9.795671150509948;4.40558096281831;4.40558096281831;0.0;0.0;0.0;4.40558096281831;3.477237281;3.477237281;0.0;0.0;4.40558096281831
2019-01-05 22:00:00;-1.1899234283420572;0.18125186490278478;10.044070505182592;0.0;10.044070505182592;4.532984533783866;4.532984533783866;0.0;0.0;0.0;4.532984533783866;3.549726799;3.549726799;0.0;0.0;4.532984533783866
2019-01-05 23:00:00;-1.178543063653842;0.21216471580150809;10.16710159439384;0.0;10.16710159439384;4.596086952572158;4.596086952572158;0.0;0.0;0.0;4.596086952572157;3.585630533;3.585630533;0.0;0.0;4.596086952572157
2019-01-06 00:00:00;-1.029860941567613;-0.03954093127495106;10.603773978341406;0.0;10.603773978341406;4.8200554130791495;4.8200554130791495;0.0;0.0;0.0;4.8200554130791495;3.7130631130000005;3.7130631130000005;0.0;0.0;4.8200554130791495
