date;heat_demand;temp_feed_flow;temp_back_flow;hp_P_max;hp_P_min;hp_c_1;hp_c_0;ice_P_max_woDH;ice_eta_el_max;ice_P_min_woDH;ice_eta_el_min;ice_H_L_FG_share_max;ice_H_L_FG_share_min;ice_Q_in;el_spot_price;gas_price;co2_price;ef_om;ef_dm
05.01.2019 05:00;3.237483381;66;36;1.352654058;0.519686273;3.677537902;-0.602673437;5.636050289;0.462171239;3.020527674;0.425712674;0.195275329;0.362029273;12.95649982;22.09;24.134;22.95;0.28785411;0.634983498
05.01.2019 06:00;3.398599971;66;36;1.352654058;0.519686273;3.677537902;-0.602673437;5.636050289;0.462171239;3.020527674;0.425712674;0.195275329;0.362029273;12.95649982;23.35;24.134;22.95;0.294148577;0.645523778
05.01.2019 07:00;3.603353352;66;36;1.352654058;0.519686273;3.677537902;-0.602673437;5.636050289;0.462171239;3.020527674;0.425712674;0.195275329;0.362029273;12.95649982;28.76;24.134;22.95;0.322858697;0.669665944
05.01.2019 08:00;4.066014286;66;36;1.352654058;0.519686273;3.677537902;-0.602673437;5.636050289;0.462171239;3.020527674;0.425712674;0.195275329;0.362029273;12.95649982;36.63;24.134;22.95;0.34534664;0.685503377
05.01.2019 09:00;4.119305297;66;36;1.352654058;0.519686273;3.677537902;-0.602673437;5.636050289;0.462171239;3.020527674;0.425712674;0.195275329;0.362029273;12.95649982;40.46;24.134;22.95;0.369410848;0.701395365
05.01.2019 10:00;3.915523524;66;36;1.352654058;0.519686273;3.677537902;-0.602673437;5.636050289;0.462171239;3.020527674;0.425712674;0.195275329;0.362029273;12.95649982;45.85;24.134;22.95;0.389600372;0.711243735
05.01.2019 11:00;3.724602999;66;37;1.352654058;0.519686273;3.677537902;-0.602673437;5.636050289;0.462171239;3.020527674;0.425712674;0.195275329;0.362029273;12.95649982;49.8;24.134;22.95;0.397894895;0.715424154
05.01.2019 12:00;3.616865276;67;37;1.357168001;0.523027527;3.62512117;-0.603199545;5.636050289;0.462171239;3.020527674;0.425712674;0.195275329;0.362029273;12.95649982;51.36;24.134;22.95;0.407514366;0.718326659
05.01.2019 13:00;3.275204321;66;37;1.352654058;0.519686273;3.677537902;-0.602673437;5.636050289;0.462171239;3.020527674;0.425712674;0.195275329;0.362029273;12.95649982;51.74;24.134;22.95;0.41758467;0.723592049
05.01.2019 14:00;3.099909542;66;37;1.352654058;0.519686273;3.677537902;-0.602673437;5.636050289;0.462171239;3.020527674;0.425712674;0.195275329;0.362029273;12.95649982;51.92;24.134;22.95;0.428967972;0.721591038
05.01.2019 15:00;3.11304499;67;37;1.357168001;0.523027527;3.62512117;-0.603199545;5.636050289;0.462171239;3.020527674;0.425712674;0.195275329;0.362029273;12.95649982;53.22;24.134;22.95;0.442823606;0.719517957
05.01.2019 16:00;3.298684729;67;37;1.357168001;0.523027527;3.62512117;-0.603199545;5.636050289;0.462171239;3.020527674;0.425712674;0.195275329;0.362029273;12.95649982;56.62;24.134;22.95;0.450947099;0.718696866
05.01.2019 17:00;3.343969147;67;37;1.357168001;0.523027527;3.62512117;-0.603199545;5.636050289;0.462171239;3.020527674;0.425712674;0.195275329;0.362029273;12.95649982;56.92;24.134;22.95;0.460235032;0.72009972
05.01.2019 18:00;3.390051014;67;37;1.357168001;0.523027527;3.62512117;-0.603199545;5.636050289;0.462171239;3.020527674;0.425712674;0.195275329;0.362029273;12.95649982;61.64;24.134;22.95;0.4565029;0.718228644
05.01.2019 19:00;3.360618485;67;37;1.357168001;0.523027527;3.62512117;-0.603199545;5.636050289;0.462171239;3.020527674;0.425712674;0.195275329;0.362029273;12.95649982;59.44;24.134;22.95;0.45760465;0.716401107
